word,ease_score
ЗАНЯТЬ,4.1300
ПОВОД,4.1300
ЛАГЕРЬ,4.1300
СЮЖЕТ,4.1300
ПОСОЛ,4.1300
ПРОСТИТЕ,4.1300
КЛИЕНТ,4.1300
ВОСКРЕСЕНЬЕ,4.1200
ПРОДУКТ,4.1200
ПОГОДА,4.1200
ТЕНЬ,4.1200
МИЛЛИОН,4.1200
ЗАКРЫТЬ,4.1200
ОБЕСПЕЧИТЬ,4.1200
ЗАМЕТНО,4.1200
АРХИВ,4.1200
КРАСИВО,4.1200
ПЕРЕГОВОРЫ,4.1200
ИЗО,4.1200
БАР,4.1200
СОК,4.1200
НЕДАЛЕКО,4.1200
ПРОДОЛЖАТЬ,4.1100
СПРАВА,4.1100
СЕВЕР,4.1100
ЛОНДОН,4.1100
ВОЛОС,4.1100
ОТПУСК,4.1100
СУДНО,4.1100
ЗАКАЗ,4.1100
ИЗРАИЛЬ,4.1100
УБРАТЬ,4.1100
КОНСТАНТИН,4.1100
ТОК,4.1100
ИЗБЕЖАТЬ,4.1100
БЕДА,4.1100
ПОБЕДИТЬ,4.1100
СТОЯТЬ,4.1000
УМЕРЕТЬ,4.1000
ПЕРЕЙТИ,4.1000
СЛЕДИТЬ,4.1000
ПОЛГОДА,4.1000
ЭКСПЕРТ,4.1000
ПИЛОТ,4.1000
ПОП,4.1000
ВЫХОДИТЬ,4.1000
НАЗЫВАТЬ,4.1000
ВСЛЕД,4.1000
ЖУРНАЛИСТ,4.1000
ДНО,4.1000
ЛУНА,4.1000
СЭР,4.1000
НАКАНУНЕ,4.1000
ЮЖНЫЙ,4.1000
ГРУЗ,4.1000
ЧЕТВЕРГ,4.0900
ПОНЯТИЕ,4.0900
АППАРАТ,4.0900
МЛАДШИЙ,4.0900
ПРЕДМЕТ,4.0900
ПРОГНОЗ,4.0900
ТОВАР,4.0900
ГРАЖДАНИН,4.0900
КАНДИДАТ,4.0900
РУКОВОДИТЕЛЬ,4.0900
ВСПОМНИТЬ,4.0900
РАССКАЗАТЬ,4.0900
БИТЬ,4.0900
ВОРОТ,4.0900
СМЕХ,4.0900
ОСТАЛЬНОЕ,4.0900
ДОБАВИТЬ,4.0900
РЫБА,4.0900
ПТИЦА,4.0900
ВОЛНА,4.0900
ЗАНЯТЬСЯ,4.0900
ПОМОЩНИК,4.0900
ДОБРЫЙ ДЕНЬ,4.0900
ПОРТ,4.0900
ИСКЛЮЧИТЕЛЬНО,4.0900
МИСТЕР,4.0900
МОЛОКО,4.0800
ПОШЛО,4.0800
МАРШ,4.0800
ХОЛОДНО,4.0800
ОСОБЫЙ,4.0800
ВЫЗВАТЬ,4.0800
КРУПНЫЙ,4.0800
ПОТЕРЯТЬ,4.0800
НЕМЕЦКИЙ,4.0800
СОРОК,4.0800
ПРИНЦИП,4.0800
ПОЛТОРА,4.0800
ОКОНЧАТЕЛЬНО,4.0800
ЭТАЖ,4.0800
СЛУЖИТЬ,4.0800
ЕСТЕСТВЕННО,4.0800
СТРОЙ,4.0800
ДОКЛАД,4.0800
ПРИБЫЛЬ,4.0800
РАЙ,4.0800
СЕЛО,4.0800
ОТДЫХ,4.0700
КРЕСТ,4.0700
ГРОМКО,4.0700
ОСТАВАТЬСЯ,4.0700
БЕЖАТЬ,4.0700
ПРИРОДА,4.0700
КУСОК,4.0700
НЕРЕДКО,4.0700
ПОЛНО,4.0700
ЭПИЗОД,4.0700
РЕГИОН,4.0700
КОРПУС,4.0700
ВВЕСТИ,4.0700
СЦЕНАРИЙ,4.0700
ЕЛЕ,4.0700
ЯРКО,4.0700
ПОКИНУТЬ,4.0700
ЗВОНОК,4.0600
ДВОРЕЦ,4.0600
СТАВИТЬ,4.0600
УДОБНО,4.0600
СИБИРЬ,4.0600
СОТРУДНИК,4.0600
УМНЫЙ,4.0600
ВНИЗУ,4.0600
СЗАДИ,4.0600
СТЕН,4.0600
ОТКАЗАТЬСЯ,4.0600
ЛЕД,4.0600
КУЧА,4.0600
БЕСПЛАТНО,4.0600
МУЖСКОЙ,4.0500
НЕДОСТАТОЧНО,4.0500
СЫГРАТЬ,4.0500
КОСТЮМ,4.0500
РИМ,4.0500
ВСТАТЬ,4.0500
ВЫПИТЬ,4.0500
ЖИТЕЛЬ,4.0500
ШУТКА,4.0500
ОПРЕДЕЛИТЬ,4.0500
РАСТИ,4.0500
НИЖНИЙ,4.0500
КРЕПКО,4.0500
УЕХАТЬ,4.0500
ДУРАК,4.0500
ДОЛЛАР,4.0500
КРИК,4.0500
БОРТ,4.0500
СТРУКТУРА,4.0500
ПОДГОТОВКА,4.0500
БРЕД,4.0500
ОТДЕЛЬНО,4.0500
СТОП,4.0500
ЦИКЛ,4.0500
ДОБРОЕ УТРО,4.0500
КОНФЛИКТ,4.0500
ЗАМЕНИТЬ,4.0500
ЗАЩИЩАТЬ,4.0400
ПОМОГАТЬ,4.0400
ПОКУПАТЬ,4.0400
СДАТЬ,4.0400
ДОРОГО,4.0400
СПРОСИТЬ,4.0400
ОКАЗАТЬСЯ,4.0400
БРОСИТЬ,4.0400
ЧУЖОЙ,4.0400
СОБСТВЕННО,4.0400
КОРОЛЕВА,4.0400
СТРОГО,4.0400
ОЗЕРО,4.0400
ВЫПОЛНИТЬ,4.0400
ОДЕЖДА,4.0400
МАЛЫШ,4.0400
ИЗБАВИТЬСЯ,4.0400
АМЕРИКАНСКИЙ,4.0400
АПРЕЛЬ,4.0300
ЗИМА,4.0300
ЛЮБИМЫЙ,4.0300
СОБЫТИЕ,4.0300
КОМНАТА,4.0300
СЕСТЬ,4.0300
РЕКА,4.0300
ПРАВЫЙ,4.0300
ОТПРАВИТЬ,4.0300
ЖАЛКО,4.0300
ОЖИДАТЬ,4.0300
РАЗУМ,4.0300
ФЛОТ,4.0300
ПОХОД,4.0300
КВАРТИРА,4.0300
ТРИДЦАТЬ,4.0300
ШЕФ,4.0300
ВТОРНИК,4.0200
ЯНВАРЬ,4.0200
ДЕЙСТВОВАТЬ,4.0200
КОСМОС,4.0200
ПОЕХАТЬ,4.0200
СЕРЖАНТ,4.0200
ПОЛЧАСА,4.0200
ОБРАЗЕЦ,4.0200
СИМВОЛ,4.0200
ТАНЕЦ,4.0200
ОКЕАН,4.0200
ПРЕКРАСНЫЙ,4.0200
НЕСТИ,4.0200
ДЫМ,4.0200
АНГЕЛ,4.0200
УХОД,4.0200
ЗАЩИТНИК,4.0200
ЗАЩИТИТЬ,4.0200
СУП,4.0200
ВЕРХ,4.0200
СОБЕСЕДНИК,4.0200
СНИМАТЬ,4.0100
ОБЫЧНЫЙ,4.0100
СЛЫШАТЬ,4.0100
НАУЧНЫЙ,4.0100
ВЕСНА,4.0100
ЧИСТЫЙ,4.0100
ТАЛАНТ,4.0100
КОЖА,4.0100
ПРЕДПРИЯТИЕ,4.0100
СМЕНА,4.0100
ОСТАНОВИТЬ,4.0100
КАМЕРА,4.0100
АРЕСТ,4.0100
СКУЧНО,4.0100
БЛАГО,4.0100
ВПОСЛЕДСТВИИ,4.0100
НАЧИНАТЬ,4.0000
ФИРМА,4.0000
ВЫБИРАТЬ,4.0000
ПОЗАДИ,4.0000
ГОТОВИТЬ,4.0000
НЕТУ,4.0000
ЯЩИК,4.0000
ЖИВОТ,4.0000
ХВОСТ,4.0000
ВЫСОТА,4.0000
ТРАНСПОРТ,4.0000
ВЫЯСНИТЬ,4.0000
НОРМА,4.0000
ПОЛЬША,4.0000
ИЗВИНИТЕ,4.0000
МЕНЮ,4.0000
ГУБЕРНАТОР,4.0000
ВНУТРЬ,4.0000
ОСТОРОЖНО,4.0000
ПРОСИТЬ,4.0000
ПОМНИТЬ,4.0000
МЕСТНЫЙ,4.0000
ГОСПОДЬ,4.0000
ПОРТРЕТ,4.0000
ТЕЧЕНИЕ,3.9900
ГОРЛО,3.9900
ПОДАТЬ,3.9900
УНИВЕРСИТЕТ,3.9900
ШТУКА,3.9900
ЛОШАДЬ,3.9900
ЗАСТАВИТЬ,3.9900
ПОГОВОРИТЬ,3.9900
ВОЛК,3.9900
ПРЕКРАТИТЬ,3.9900
ПОЯС,3.9900
ПОКАЗАТЕЛЬ,3.9900
УХО,3.9900
АМЕРИКА,3.9900
ПОЛЬЗОВАТЬСЯ,3.9900
ЗАВТРАК,3.9900
ДОВЕРИЕ,3.9900
ПОЛИТИК,3.9900
ОЦЕНИТЬ,3.9900
УЧАСТНИК,3.9900
АВГУСТ,3.9800
УЧИТЬ,3.9800
РЕСПУБЛИКА,3.9800
РАЗДЕЛ,3.9800
ЕЗДИТЬ,3.9800
ЕДИНЫЙ,3.9800
КОДЕКС,3.9800
ТЕРМИН,3.9800
ВКУСНО,3.9800
МАРКА,3.9800
ЭКИПАЖ,3.9800
ГЛУПО,3.9800
ТРАТИТЬ,3.9800
КРОВАТЬ,3.9800
ТОВАРИЩ,3.9800
УБИВАТЬ,3.9800
ТЕРПЕТЬ,3.9800
СХОДИТЬ,3.9800
ПОВЕСТИ,3.9800
КАПИТАЛ,3.9800
ВЫСТУПАТЬ,3.9800
ДАМА,3.9800
РОЗА,3.9800
КОЛЛЕКТИВ,3.9800
СЕРЕБРО,3.9700
УСЛЫШАТЬ,3.9700
ДОКУМЕНТ,3.9700
ОТКРЫТЫЙ,3.9700
ПРЕДСТАВИТЕЛЬ,3.9700
РИСУНОК,3.9700
СЫР,3.9700
КЛАДБИЩЕ,3.9700
ТЕРЯТЬ,3.9700
ПОЧТА,3.9700
КОМПЬЮТЕР,3.9700
ОПАСНО,3.9700
ДЕРЬМО,3.9700
МАЛЫЙ,3.9700
СИНИЙ,3.9700
ТРУП,3.9700
НАБЛЮДАТЬ,3.9700
ГРЕХ,3.9700
РАССТОЯНИЕ,3.9700
ФАКТОР,3.9700
СЛЕДСТВИЕ,3.9700
НОЛЬ,3.9700
ГИБЕЛЬ,3.9700
ПРИГОВОР,3.9600
НЕДЕЛЯ,3.9600
ПОДДЕРЖКА,3.9600
ПАЛЕЦ,3.9600
ДОБРАТЬСЯ,3.9600
ВЫПОЛНЯТЬ,3.9600
НОЧНОЙ,3.9600
СЛЫШНО,3.9600
СОЗДАВАТЬ,3.9600
УСТАНОВКА,3.9600
ЗАПАС,3.9600
ОБЛАСТНОЙ,3.9600
СЕКТОР,3.9600
БЕЗУСЛОВНО,3.9600
ВПЕРЁД,3.9600
ПРОШЛЫЙ,3.9600
УХОДИТЬ,3.9600
НАДОЛГО,3.9600
ОСЕНЬ,3.9500
ДРУЖБА,3.9500
УГРОЗА,3.9500
ПРОДАВАТЬ,3.9500
ГОРА,3.9500
РОДИНА,3.9500
ВНИМАТЕЛЬНО,3.9500
АРТИСТ,3.9500
ОХРАНА,3.9500
ЭКРАН,3.9500
СТЕКЛО,3.9500
ВОЛЯ,3.9500
ПОПРОБОВАТЬ,3.9500
ПУТЕШЕСТВИЕ,3.9500
ВИЗИТ,3.9500
РАЗРАБОТКА,3.9500
МИТИНГ,3.9500
НЕВЕРОЯТНО,3.9500
КРАСИВЫЙ,3.9500
УСТРОИТЬ,3.9500
ВЫВЕСТИ,3.9500
ГРУСТНО,3.9500
ОБЩАТЬСЯ,3.9500
СРЕДА,3.9400
ПАЛЬТО,3.9400
ДЫШАТЬ,3.9400
ОХОТА,3.9400
ТЕМНО,3.9400
МУСОР,3.9400
ЖАРКО,3.9400
ЛУК,3.9400
СВАДЬБА,3.9400
НАДПИСЬ,3.9400
ТАБЛИЦА,3.9400
ЭХО,3.9400
ЗАБРАТЬ,3.9400
ПРОВЕРКА,3.9400
ВОПРЕКИ,3.9400
ЗЛОЙ,3.9400
ТАНК,3.9400
СПЕКТАКЛЬ,3.9400
НОЯБРЬ,3.9300
УЧАСТВОВАТЬ,3.9300
ТИШИНА,3.9300
ФИЗИКА,3.9300
ЧЁРНЫЙ,3.9300
УДИВИТЕЛЬНО,3.9300
ФЕВРАЛЬ,3.9300
НАЦИОНАЛЬНЫЙ,3.9300
ЛУЧ,3.9300
ПРИЕХАТЬ,3.9300
ЗЕЛЕНЫЙ,3.9300
ЗЕРКАЛО,3.9300
СОВЕТНИК,3.9300
ИСКРЕННЕ,3.9300
ПЛЕВАТЬ,3.9300
НЕМНОЖКО,3.9300
СПЕЦИАЛИСТ,3.9300
ДОЧКА,3.9300
ЧЕРТА,3.9300
ПРЕДЛОЖИТЬ,3.9300
ТАЙНА,3.9300
СЦЕНА,3.9300
ДВИГАТЕЛЬ,3.9300
ЛОРД,3.9300
ПРОГРЕСС,3.9200
РЕСТОРАН,3.9200
ПОЛОЖИТЬ,3.9200
ШАР,3.9200
ВЛАДЕЛЕЦ,3.9200
ПАН,3.9200
ИЮНЬ,3.9200
ОБУВЬ,3.9200
СУХОЙ,3.9200
РЕШЕНИЕ,3.9200
ГОСУДАРСТВЕННЫЙ,3.9200
ЕЖЕДНЕВНО,3.9200
ИСТОРИЯ,3.9200
КРЕСЛО,3.9200
ПРОДОЛЖИТЬ,3.9200
ТЕЛЕФОННЫЙ,3.9200
СМЕСЬ,3.9200
ОКРУГ,3.9200
ОТДОХНУТЬ,3.9200
СЛОЖНЫЙ,3.9200
КОНТАКТ,3.9200
ШИРОКИЙ,3.9200
ИСТОРИЧЕСКИЙ,3.9200
ИЮЛЬ,3.9100
ТОЛПА,3.9100
СПЕРВА,3.9100
ГЕНЕРАЛЬНЫЙ,3.9100
ТЕСНО,3.9100
НАХОДИТЬСЯ,3.9100
ВСТРЕТИТЬ,3.9100
ПОЗВОЛИТЬ,3.9100
ВЫГЛЯДЕТЬ,3.9100
СТАКАН,3.9100
СПЕЦИАЛЬНЫЙ,3.9100
ПЫЛЬ,3.9100
СЪЕЗД,3.9100
ПОБЕДИТЕЛЬ,3.9100
УДАЧНО,3.9100
ХРЕН,3.9100
РУЛЬ,3.9100
НЫНЧЕ,3.9100
БОЛЬНОЙ,3.9100
ПАСПОРТ,3.9100
ТЯЖЕЛЫЙ,3.9100
ДОСТАТЬ,3.9100
ТОН,3.9100
ПОВЕРИТЬ,3.9100
ПРОЦЕНТ,3.9100
ЖЕНСКИЙ,3.9100
КГБ,3.9100
КРИТИКА,3.9100
СКАНДАЛ,3.9100
НАЛОГ,3.9000
КРУТОЙ,3.9000
ГРУБО,3.9000
ФРАНЦУЗСКИЙ,3.9000
МОЩНЫЙ,3.9000
НЕКУДА,3.9000
ЛЕСНОЙ,3.9000
КАНАДА,3.9000
АТАКА,3.9000
ОКТЯБРЬ,3.9000
СЕНТЯБРЬ,3.9000
ПРИВЛЕЧЬ,3.9000
ПОДРОБНО,3.9000
ПЛАНЕТА,3.9000
ЛОБ,3.9000
ВЫДЕЛИТЬ,3.9000
ФОРМУЛА,3.9000
ДОБРЫЙ ВЕЧЕР,3.9000
ВНИМАНИЕ,3.9000
БАБА,3.9000
СИДЯ,3.9000
СТОЯ,3.9000
ТЩАТЕЛЬНО,3.9000
ИТОГ,3.9000
ШЕСТОЙ,3.8900
ПУСТОЙ,3.8900
РАЗОБРАТЬСЯ,3.8900
КРУГОМ,3.8900
КРЕМЛЬ,3.8900
УБИЙЦА,3.8900
СЕГОДНЯШНИЙ,3.8900
ПЕШКОМ,3.8900
ВОР,3.8900
СВОБОДНО,3.8900
КРАСОТА,3.8900
ИНЖЕНЕР,3.8900
ЧЕТВЕРО,3.8900
СЛУХ,3.8900
НЕПОСРЕДСТВЕННО,3.8900
СТУЛ,3.8900
СТЕНА,3.8900
НАДЕЯТЬСЯ,3.8900
БОЕЦ,3.8900
ВОСТОЧНЫЙ,3.8900
РИТМ,3.8900
НЕЗАВИСИМО,3.8900
ЗАВЕРШИТЬ,3.8900
ДУМА,3.8900
ДЕКАБРЬ,3.8800
СОБИРАТЬ,3.8800
ЭЛЕМЕНТ,3.8800
УБЕДИТЬ,3.8800
СООБЩИТЬ,3.8800
ПРОКУРОР,3.8800
ДНЕВНИК,3.8800
ЦЕЛИКОМ,3.8800
ПЕВЕЦ,3.8800
ВОИН,3.8800
ВЫЖИТЬ,3.8800
СОБСТВЕННЫЙ,3.8800
ФИГУРА,3.8800
ПРОЧЬ,3.8800
РАЗРЫВ,3.8800
СКЛАД,3.8800
ПЕЧАТЬ,3.8800
ПРИНЦЕССА,3.8800
ТРЕТЬ,3.8800
ОБОРОТ,3.8800
ИДИОТ,3.8800
ЧУВСТВОВАТЬ,3.8700
ОБСУЖДАТЬ,3.8700
УПРАВЛЯТЬ,3.8700
НАУЧИТЬСЯ,3.8700
ЛЕТАТЬ,3.8700
ПЛЕЧО,3.8700
ПОКОЙ,3.8700
ШТАНЫ,3.8700
ГРЯЗЬ,3.8700
НЕКИЙ,3.8700
САХАР,3.8700
ЗАОДНО,3.8700
ВИСКИ,3.8700
ВНЕСТИ,3.8700
ДУРА,3.8700
ПЕРЕДАЧА,3.8700
ПОВОРОТ,3.8700
ЗАМЕТИТЬ,3.8700
СТРАННЫЙ,3.8700
ГОЛУБОЙ,3.8700
ПЛАКАТЬ,3.8700
ВКЛЮЧИТЬ,3.8700
ТРУДОВОЙ,3.8700
ПОВСЮДУ,3.8700
ВНАЧАЛЕ,3.8700
УЧЕНЫЙ,3.8600
СКАЗКА,3.8600
КУХНЯ,3.8600
ЛОДКА,3.8600
ПЕСОК,3.8600
МОРОЗ,3.8600
СОСЕД,3.8600
МЯГКО,3.8600
ГРАФА,3.8600
СМЕЛО,3.8600
ТРИЖДЫ,3.8600
СНИЗУ,3.8600
ЛЕНТА,3.8600
ЗАНЯТИЕ,3.8600
ДОМАШНИЙ,3.8600
БОЯТЬСЯ,3.8600
ВНЕШНИЙ,3.8600
ТОРГОВЛЯ,3.8600
ЛЕГЕНДА,3.8600
КОЛ,3.8600
ХОР,3.8600
ЩИТ,3.8600
СЛОЙ,3.8600
ПАРЛАМЕНТ,3.8600
ЗАПЛАТИТЬ,3.8600
ГНЕВ,3.8600
ЛЕЖАТЬ,3.8500
ВСТРЕТИТЬСЯ,3.8500
КУРИТЬ,3.8500
ЗНАКОМЫЙ,3.8500
КОРОТКИЙ,3.8500
БАССЕЙН,3.8500
ДЛИННЫЙ,3.8500
БРИГАДА,3.8500
БОК,3.8500
УДОВОЛЬСТВИЕ,3.8500
ЗАПАДНЫЙ,3.8500
СТУДЕНТ,3.8500
СМЕНИТЬ,3.8500
ЛЮК,3.8500
НЕКОГДА,3.8500
ГОСПОЖА,3.8500
ПОДОБНО,3.8500
НЕВАЖНО,3.8500
НЕПОНЯТНО,3.8500
НОГА,3.8500
ФРАЗА,3.8500
ТЕЛЕВИЗОР,3.8500
ДВИГАТЬСЯ,3.8500
КОНЬ,3.8500
КИТАЙСКИЙ,3.8500
КОРЕЯ,3.8500
ТАКОВ,3.8500
САЛОН,3.8500
ПРОДАЖА,3.8400
БЫСТРЫЙ,3.8400
ИЗНУТРИ,3.8400
ОТМЕНИТЬ,3.8400
ОКАЗАТЬ,3.8400
ЭКЗАМЕН,3.8400
СОБОР,3.8400
НИЗКИЙ,3.8400
СТОИТЬ,3.8400
ДОМИК,3.8400
УНИЧТОЖИТЬ,3.8400
ПОТЕРЯ,3.8400
ЦЕНТРАЛЬНЫЙ,3.8400
УЧЕНИК,3.8400
ДОБЫЧА,3.8400
ТУАЛЕТ,3.8400
СПРАВИТЬСЯ,3.8400
ПРИНЕСТИ,3.8300
ЗАБЫВАТЬ,3.8300
СОГЛАСИЕ,3.8300
БАШНЯ,3.8300
ПОСТУПАТЬ,3.8300
БЛЮДО,3.8300
ПОЛИЦЕЙСКИЙ,3.8300
МЕРА,3.8300
СЕРЫЙ,3.8300
ВНУТРЕННИЙ,3.8300
ЗАРАБОТАТЬ,3.8300
РАСЧЕТ,3.8300
РУБЕЖ,3.8300
УГОЛЬ,3.8300
ТУПОЙ,3.8300
ПРЕССА,3.8300
ДИПЛОМ,3.8300
ОТНЫНЕ,3.8300
МАТ,3.8300
БЕРЛИН,3.8300
МАДАМ,3.8300
ДОПУСТИТЬ,3.8300
ПОЦЕЛУЙ,3.8300
КВАРТАЛ,3.8300
НЕДОЛГО,3.8300
УЧИЛИЩЕ,3.8300
КОШКА,3.8200
КОЛИЧЕСТВО,3.8200
ЦВЕТОК,3.8200
ПОДВИГ,3.8200
ОДЕССА,3.8200
ЗНАМЯ,3.8200
УСТАВ,3.8200
ГЕНИЙ,3.8200
ПОДДЕРЖАТЬ,3.8200
ВСЛУХ,3.8200
ДВОЙНОЙ,3.8200
ПОДОЙТИ,3.8200
ПИСТОЛЕТ,3.8200
СТРЕЛЯТЬ,3.8200
ВЫРАЗИТЬ,3.8200
ПОДПИСЬ,3.8200
БУДУЩИЙ,3.8200
ПРОТОКОЛ,3.8200
МАРШРУТ,3.8200
УДЕРЖАТЬ,3.8200
АДМИРАЛ,3.8200
ПЯТЬДЕСЯТ,3.8200
ЯЙЦО,3.8200
ВЕРХОВНЫЙ,3.8200
САМОСТОЯТЕЛЬНО,3.8200
БЕДНЫЙ,3.8100
УЛЫБКА,3.8100
МЕБЕЛЬ,3.8100
ЗИМНИЙ,3.8100
СКРЫТЬ,3.8100
ГРАНИЦА,3.8100
ЗАРПЛАТА,3.8100
МЕДВЕДЬ,3.8100
ДЕРЕВНЯ,3.8100
ПОСЛАТЬ,3.8100
ПОЛИТИЧЕСКИЙ,3.8100
СТРАСТЬ,3.8100
ПОНАЧАЛУ,3.8100
ПОСРЕДИ,3.8100
ЧЕТВЕРТЫЙ,3.8100
УДАЧА,3.8100
ТИХИЙ,3.8100
СОСТАВИТЬ,3.8100
ОБРАЩАТЬСЯ,3.8100
БОМБА,3.8100
ТЕМП,3.8100
ФАЙЛ,3.8100
ПОЕЗДКА,3.8000
ПОВЕСТЬ,3.8000
ПЕЧАЛЬНО,3.8000
ДАЛЬНИЙ,3.8000
УВЕРЕННО,3.8000
СНАРУЖИ,3.8000
САМОЛЁТ,3.8000
ПОЗОР,3.8000
УСПЕТЬ,3.8000
ЯРКИЙ,3.8000
ПОСТУПИТЬ,3.8000
СТВОЛ,3.8000
ЛЕВЫЙ,3.8000
ОБРАТИТЬСЯ,3.8000
ПРИСУТСТВИЕ,3.8000
ЧРЕЗВЫЧАЙНО,3.8000
ПРИЗЫВ,3.8000
ОБИДНО,3.8000
ОБЛИК,3.8000
РАБОТНИК,3.7900
СЕВЕРНЫЙ,3.7900
ПОЗНАКОМИТЬСЯ,3.7900
РАКЕТА,3.7900
ВНЕШНЕ,3.7900
УМЕТЬ,3.7900
ЛЕНИНГРАД,3.7900
ВОКЗАЛ,3.7900
СОВЕРШИТЬ,3.7900
ПЛАМЯ,3.7900
НЕСОМНЕННО,3.7900
ДОК,3.7900
СТОЛИЦА,3.7900
ВОЕВАТЬ,3.7900
СПОРИТЬ,3.7900
ВЕРНЫЙ,3.7800
МОТОР,3.7800
БЕГАТЬ,3.7800
НАВСТРЕЧУ,3.7800
ОСНОВА,3.7800
ПОЛОСА,3.7800
КРЫША,3.7800
ПОВТОРИТЬ,3.7800
СЪЕСТЬ,3.7800
СФЕРА,3.7800
МЕТОДА,3.7800
РАБ,3.7800
МОТИВ,3.7800
КАЗНЬ,3.7800
ПРИЁМ,3.7800
ПРИОБРЕСТИ,3.7800
ОСВОБОДИТЬ,3.7800
ПЕРЕРЫВ,3.7800
РЕАЛЬНЫЙ,3.7800
КРИЧАТЬ,3.7800
КАРЬЕРА,3.7800
ЧЕТВЕРТЬ,3.7800
РАССКАЗЫВАТЬ,3.7800
МОЛЧАТЬ,3.7800
ОБРАТИТЬ,3.7800
ОЧКО,3.7800
ИЗУЧАТЬ,3.7800
ИСТОРИК,3.7800
ЗДРАВСТВУЙТЕ,3.7800
ОРГАНИЗОВАТЬ,3.7800
БЕНЗИН,3.7700
ТЫСЯЧА,3.7700
ЗАДАТЬ,3.7700
ПАЛАТА,3.7700
СЕДЬМОЙ,3.7700
ЗВОНИТЬ,3.7700
УЧЕБНЫЙ,3.7700
ЗАВЕСТИ,3.7700
ЦЕПЬ,3.7700
ПОСЕТИТЬ,3.7700
ВОССТАНОВИТЬ,3.7700
ЛЕЧЬ,3.7700
КОМИССАР,3.7700
УЧЕБНИК,3.7700
АЛКОГОЛЬ,3.7700
СПУТНИК,3.7700
ПЕЧЬ,3.7700
ПЕРЕЖИТЬ,3.7700
ПОКАЗЫВАТЬ,3.7700
СВОБОДНЫЙ,3.7700
ПРОИЗОЙТИ,3.7700
МОЛЧА,3.7700
ПЕРЕСТАТЬ,3.7700
ТУМАН,3.7700
ПЕРЕВЕСТИ,3.7700
ПРИДУМАТЬ,3.7700
ИНСТРУМЕНТ,3.7700
РЕКЛАМА,3.7600
ЧАСТНЫЙ,3.7600
ЗУБ,3.7600
ПОДДЕРЖИВАТЬ,3.7600
ПОСТЕЛЬ,3.7600
СОВЕСТЬ,3.7600
ДЕДУШКА,3.7600
УМИРАТЬ,3.7600
ПРОСЬБА,3.7600
ОПИСАТЬ,3.7600
ПРОТЕСТ,3.7600
ТОРГОВЫЙ,3.7600
САЛАТ,3.7600
ВАГОН,3.7600
ЭПОХА,3.7600
ПЛЯЖ,3.7600
СВЕТЛО,3.7600
ЛЕГКИЙ,3.7600
ЗВЕРЬ,3.7600
ЛИШНИЙ,3.7600
ГОЛОД,3.7600
УПОР,3.7600
НАРУЖУ,3.7600
ГРОБ,3.7600
ЭКОНОМИЧЕСКИЙ,3.7500
СТРАНИЦА,3.7500
СВЕЖИЙ,3.7500
БИБЛИОТЕКА,3.7500
СВЯЩЕННИК,3.7500
БУМАГА,3.7500
ТЕХНИЧЕСКИЙ,3.7500
ДИВАН,3.7500
ПРОЧИТАТЬ,3.7500
ПОСЛУШАТЬ,3.7500
ВЫДАТЬ,3.7500
ГУЛЯТЬ,3.7500
ЗАХВАТИТЬ,3.7500
СЛАБЫЙ,3.7500
ВЫСШИЙ,3.7500
МЕШОК,3.7500
ЗАКОНЧИТЬ,3.7500
ПРИМЕНЯТЬ,3.7500
ЦЕХ,3.7500
ЗАКЛЮЧИТЬ,3.7500
ПОЕСТЬ,3.7500
ЧИН,3.7500
ПОБЕГ,3.7500
СОРТ,3.7500
ПРИЧЁМ,3.7500
СПОРТИВНЫЙ,3.7500
БОГАТЫЙ,3.7500
ОБЩЕСТВЕННЫЙ,3.7500
РЕФОРМА,3.7500
ХРАНИТЬ,3.7500
ПРЕСТУПНИК,3.7400
УЧИТЫВАТЬ,3.7400
МИНУТА,3.7400
ПРАВИЛЬНЫЙ,3.7400
КОЛЕСО,3.7400
ПРОЧЕЕ,3.7400
МУЗЫКАЛЬНЫЙ,3.7400
ЗАД,3.7400
БЕГ,3.7400
ИСХОД,3.7400
ИМПЕРАТОР,3.7400
СКУЧАТЬ,3.7400
ПЫТАТЬСЯ,3.7400
ОТДАВАТЬ,3.7400
ПЛОД,3.7400
ДОВЕСТИ,3.7400
МЫШЬ,3.7400
ЗМЕЙ,3.7400
КУПЕ,3.7400
СДАВАТЬ,3.7400
УЗЕЛ,3.7400
ЮНЫЙ,3.7400
КОМПАНИЯ,3.7400
ДВЕСТИ,3.7300
ВОЗМОЖНОСТЬ,3.7300
ОТЧЕГО,3.7300
МИРНЫЙ,3.7300
НЕВЕСТА,3.7300
СМЕЯТЬСЯ,3.7300
ПРОСПЕКТ,3.7300
НАНЕСТИ,3.7300
СЕГО,3.7300
ОБМАН,3.7300
ЧЁРТ,3.7300
НАБРАТЬ,3.7300
АКТИВНЫЙ,3.7300
АКАДЕМИК,3.7300
ЗАПРЕТИТЬ,3.7300
ВОЖДЬ,3.7200
КОРМИТЬ,3.7200
ПОЙМАТЬ,3.7200
ЖЕНИТЬСЯ,3.7200
ПРИЗНАК,3.7200
ГОРЯЧИЙ,3.7200
ВОЛГА,3.7200
ТВАРЬ,3.7200
ИЗУЧИТЬ,3.7200
КАКОВ,3.7200
КУСОЧЕК,3.7200
ЗМЕЯ,3.7200
